tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_stopTime,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitingCount,tripinfo_waitingTime,emissions_CO2_abs,emissions_CO_abs,emissions_HC_abs,emissions_NOx_abs,emissions_PMx_abs,emissions_electricity_abs,emissions_fuel_abs
1140.00,415999034#1_0,0.20,15.55,1057.00,0.00,24650041#25_0,2.30,0.00,tripinfo_1057 emissions_1057 fcd_1057,83.00,1057,0,707.79,1.16,0.00,37.52,t_1,,1,24.00,317653.910932,13887.137210,59.665712,68.923518,19.517890,0,101329.565699
1145.00,423002225#1_0,0.33,2.25,941.00,0.00,531908097#0_0,0.20,0.00,tripinfo_941 emissions_941 fcd_941,204.00,941,0,1066.55,1.00,0.00,156.65,t_0,,5,86.00,2698792.007444,5269.277657,1105.957066,22625.668938,548.601882,0,853863.506793
1145.00,423040070#1_0,34.42,14.03,1011.00,0.00,24611815#0_0,0.20,0.00,tripinfo_1011 emissions_1011 fcd_1011,134.00,1011,0,1321.04,1.06,0.00,52.19,t_2,,1,28.00,538791.165384,11457.614460,64.542558,225.614363,10.716778,0,171850.384668
1146.00,-561831375#3_0,0.20,15.30,687.00,4.00,531935304#2_0,0.20,0.00,tripinfo_683 emissions_683 fcd_683,459.00,683,0,1089.78,1.11,0.00,394.94,t_1,,4,376.00,908612.531954,83049.947163,313.841678,208.503088,88.556284,0,289850.627336
1146.00,427643916#0_0,0.20,13.38,871.00,0.00,24700925#5_0,5.10,0.00,tripinfo_871 emissions_871 fcd_871,275.00,871,0,2020.08,1.05,0.00,140.06,t_2,,3,91.00,877014.158821,24639.663595,132.412893,368.822571,17.358650,0,279732.240185
1146.00,427692680#1_0,14.40,13.05,1047.00,0.00,1032739461_0,0.20,0.00,tripinfo_1047 emissions_1047 fcd_1047,99.00,1047,0,857.44,0.84,0.00,34.11,t_1,,1,14.00,409378.491915,16336.605689,72.115764,87.779439,24.201507,0,130589.411864
1147.00,425382683#2_0,0.20,13.65,926.00,0.00,1116459982_0,0.20,0.00,tripinfo_926 emissions_926 fcd_926,221.00,926,0,2191.02,1.00,0.00,117.66,t_0,,1,45.00,4531028.915220,6917.461243,1328.538008,34774.952806,738.183632,0,1433819.154369
1151.00,-431827294#1_0,88.08,12.86,514.00,0.00,-431938267#0_0,12.10,0.00,tripinfo_514 emissions_514 fcd_514,637.00,514,0,2632.66,1.00,0.00,448.07,t_0,,3,372.00,6022931.924175,13969.163198,3136.439072,54098.983308,1437.583369,0,1905328.720082
1153.00,-427909516_0,0.20,3.48,69.00,0.00,427129777#3_0,0.20,0.00,tripinfo_69 emissions_69 fcd_69,1084.00,69,0,2022.30,1.00,0.00,952.09,t_0,,10,818.00,8248312.177130,22916.910057,5247.082533,80504.893537,2321.751694,0,2608737.501218
1154.00,1218176805#0_0,0.20,11.47,1018.00,0.00,424798277#2_0,2.30,0.00,tripinfo_1018 emissions_1018 fcd_1018,136.00,1018,0,1705.09,0.96,0.00,56.35,t_1,,1,31.00,823263.401492,34667.332795,153.831524,167.927123,52.606456,0,262615.590517
1154.00,291083104#9_0,0.20,13.56,1060.00,1.00,291083102#4_0,0.20,0.00,tripinfo_1059 emissions_1059 fcd_1059,94.00,1059,0,772.30,1.02,0.00,40.02,t_1,,1,20.00,348629.916967,14773.244244,64.247192,75.043824,21.251148,0,111211.016695
1159.00,24612003#0_0,0.20,2.94,956.00,0.00,-431942729#6_0,4.92,0.00,tripinfo_956 emissions_956 fcd_956,203.00,956,0,1960.80,0.96,0.00,75.44,t_2,,5,19.00,715883.210951,14465.550553,82.482404,296.005784,13.658701,0,228335.108501
1163.00,427691216#18_1,0.20,3.11,1078.00,0.00,268992259#0_0,2.30,0.00,tripinfo_1078 emissions_1078 fcd_1078,85.00,1078,0,647.79,1.03,0.00,39.53,t_1,,2,18.00,256961.400403,11513.754961,48.825072,56.818470,15.628426,0,81969.129907
1164.00,127636730#1_0,102.41,13.85,923.00,0.00,291083097#9_0,12.10,0.00,tripinfo_923 emissions_923 fcd_923,241.00,923,0,1456.86,1.00,0.00,141.82,t_0,,3,76.00,3183645.763706,5995.355580,1259.478049,26303.913441,627.257615,0,1007306.965822
1164.00,360617748#3_0,0.20,12.29,1142.00,0.00,-360617748#3_0,0.20,0.00,tripinfo_1142 emissions_1142 fcd_1142,22.00,1142,0,172.68,0.94,0.00,6.67,t_2,,0,0.00,82123.660131,1665.239456,9.518442,34.893490,1.604104,0,26193.730269
1171.00,24560089#1_0,0.20,4.70,230.00,0.00,-273360351#4_0,5.10,0.00,tripinfo_230 emissions_230 fcd_230,941.00,230,0,2136.53,1.07,0.00,823.73,t_2,,21,670.00,2724467.978213,136064.927111,683.278409,1214.474003,63.993659,0,869021.947093
1171.00,24361001#7_1,5.91,9.63,319.00,0.00,31921369#0_0,3.87,0.00,tripinfo_319 emissions_319 fcd_319,852.00,319,0,1611.68,1.00,0.00,654.22,t_0,,7,576.00,5689639.681275,15835.006288,3641.570090,55558.610694,1605.041102,0,1799500.459792
1173.00,31921410#2_1,0.20,16.35,798.00,0.00,24611815#3_0,0.20,0.00,tripinfo_798 emissions_798 fcd_798,375.00,798,0,2111.10,0.92,0.00,265.01,t_2,,5,179.00,1305770.194495,44842.586228,234.726811,563.824931,28.339049,0,416490.676163
1175.00,291083094#0_0,25.45,11.37,961.00,0.00,308669837#5_0,0.20,0.00,tripinfo_961 emissions_961 fcd_961,214.00,961,0,800.96,0.97,0.00,153.53,t_2,,4,124.00,620825.953611,26144.980646,133.286198,270.556896,13.459621,0,198022.572421
1178.00,423040070#0_1,66.04,13.63,1055.00,0.00,160695432#2_0,12.10,0.00,tripinfo_1055 emissions_1055 fcd_1055,123.00,1055,0,1469.36,1.00,0.00,45.17,t_0,,1,8.00,2513137.793317,3733.612903,739.035584,19075.846082,401.747649,0,795307.994225
1178.00,424184690#3_0,73.36,11.90,1106.00,0.00,427888490#1_0,5.10,0.00,tripinfo_1106 emissions_1106 fcd_1106,72.00,1106,0,687.48,0.93,0.00,22.66,t_2,,1,1.00,270793.673474,5157.992604,29.862866,114.012504,5.280147,0,86370.795389
1180.00,293091269#1_0,0.20,13.36,1046.00,0.00,415999045#0_0,0.20,0.00,tripinfo_1046 emissions_1046 fcd_1046,134.00,1046,0,1609.34,1.00,0.00,43.25,t_0,,0,0.00,2818503.091002,4077.983978,790.972710,21221.366668,439.705715,0,891952.561451
1182.00,-31921690#2_0,0.20,13.49,1017.00,0.00,431938259#2_0,2.30,0.00,tripinfo_1017 emissions_1017 fcd_1017,165.00,1017,0,1513.07,1.14,0.00,81.81,t_1,,1,38.00,873226.428847,37601.113360,164.946318,181.977632,55.839010,0,278555.185046
1183.00,415999041#10_0,4.00,8.47,808.00,0.00,30480341#5_0,2.30,0.00,tripinfo_808 emissions_808 fcd_808,375.00,808,0,970.29,1.09,0.00,310.20,t_1,,6,258.00,815656.222339,66498.978758,255.225270,185.174508,73.500160,0,260196.302780
1186.00,431972819#2_0,75.94,16.60,1133.00,0.00,431718582_0,2.30,0.00,tripinfo_1133 emissions_1133 fcd_1133,53.00,1133,0,716.09,1.27,0.00,11.64,t_1,,0,0.00,372577.707215,13368.010680,61.703182,76.727550,21.933600,0,118850.001324
1190.00,72370942#0_0,2.00,7.64,1034.00,0.00,-31921395#0_0,0.20,0.00,tripinfo_1034 emissions_1034 fcd_1034,156.00,1034,0,1562.18,1.11,0.00,64.21,t_2,,2,26.00,575120.853469,11911.445360,67.653872,239.631986,11.230971,0,183437.982582
1191.00,431727629_0,0.20,13.97,996.00,0.00,24419167#0_0,5.10,0.00,tripinfo_996 emissions_996 fcd_996,195.00,996,0,2516.16,1.05,0.00,68.47,t_2,,1,25.00,986286.788490,18107.848187,105.958623,413.106828,20.435279,0,314579.306821
1194.00,420901197_0,0.20,3.97,272.00,0.00,24611824#1_0,0.48,0.00,tripinfo_272 emissions_272 fcd_272,922.00,272,0,2103.64,1.16,0.00,814.55,t_1,,19,668.00,1923716.457894,170490.759116,647.539400,436.397215,184.169020,0,613671.400395
1195.00,-652135081#0_0,0.20,12.21,1008.00,0.00,24701137#1_0,2.30,0.00,tripinfo_1008 emissions_1008 fcd_1008,187.00,1008,0,1676.04,0.99,0.00,79.29,t_1,,1,38.00,839067.192474,34894.621788,153.197962,177.801329,51.380344,0,267657.553415
1195.00,-431938277#1_0,23.88,6.97,1134.00,0.00,561831375#0_0,12.10,0.00,tripinfo_1134 emissions_1134 fcd_1134,61.00,1134,0,491.70,1.00,0.00,25.61,t_0,,0,0.00,873785.980983,1474.981545,303.841596,6929.141175,156.326967,0,276493.236846
1200.00,36921441#19_1,85.21,13.54,955.00,0.00,30480344#9_0,0.20,0.00,tripinfo_955 emissions_955 fcd_955,245.00,955,0,1698.93,0.97,0.00,139.10,t_2,,4,80.00,884559.756833,25102.613352,135.027017,379.441076,18.530609,0,282137.972296
1201.00,-370241715_0,39.10,12.35,1171.00,0.00,-24361012#0_0,0.21,0.00,tripinfo_1171 emissions_1171 fcd_1171,30.00,1171,0,253.32,0.96,0.00,7.59,t_1,,0,0.00,142329.207382,5153.166492,23.240086,30.499972,7.964640,0,45402.171229
1204.00,370241718#23_0,68.60,12.62,1169.00,0.00,427635472#2_0,0.20,0.00,tripinfo_1169 emissions_1169 fcd_1169,35.00,1169,0,332.48,0.92,0.00,7.66,t_2,,1,1.00,113535.511322,1895.201121,11.192557,45.619734,1.890334,0,36212.837221
1207.00,291083090#1_0,44.01,10.41,491.00,0.00,-426887556_0,12.10,0.00,tripinfo_491 emissions_491 fcd_491,716.00,491,0,1110.51,1.00,0.00,642.43,t_0,,8,488.00,5081686.091337,14684.214698,3392.783287,50533.984837,1484.271500,0,1607139.249778
1208.00,24672275#0_0,2.62,5.75,1168.00,0.00,28686795#2_0,2.30,0.00,tripinfo_1168 emissions_1168 fcd_1168,40.00,1168,0,436.37,1.10,0.00,10.25,t_1,,0,0.00,225497.245257,8021.537717,36.764950,47.273497,12.899372,0,71932.198040
1208.00,24611822#0_0,0.20,4.35,1178.00,0.00,24611995#10_0,0.20,0.00,tripinfo_1178 emissions_1178 fcd_1178,30.00,1178,0,182.82,1.00,0.00,7.58,t_0,,0,0.00,303550.657317,574.461771,122.323122,2510.887515,60.168414,0,96044.329629
1208.00,1062495798#3_0,0.20,6.71,1183.00,0.00,1062495800#1_0,2.30,0.00,tripinfo_1183 emissions_1183 fcd_1183,25.00,1183,0,147.82,0.89,0.00,4.54,t_1,,0,0.00,54005.070550,2144.557210,9.122335,12.364569,2.857196,0,17227.296589
1209.00,36921439#2_0,95.27,14.79,918.00,0.00,-1200776778_0,2.30,0.00,tripinfo_918 emissions_918 fcd_918,291.00,918,0,2683.52,1.11,0.00,128.51,t_1,,3,71.00,1221891.583180,52253.562910,227.658051,259.481782,75.851467,0,389776.137266
1214.00,415999042#3_0,0.20,12.21,1108.00,0.00,424184688#4_0,0.20,0.00,tripinfo_1108 emissions_1108 fcd_1108,106.00,1108,0,1102.68,0.96,0.00,32.49,t_1,,1,9.00,598652.383107,23219.252330,104.767413,124.067910,36.351069,0,190966.796688
1215.00,24717701#1_0,42.09,13.71,707.00,0.00,199287418#6_0,0.20,0.00,tripinfo_707 emissions_707 fcd_707,508.00,707,0,1761.12,1.00,0.00,394.47,t_0,,3,344.00,4154785.293138,10666.180901,2446.556127,39034.537274,1089.247788,0,1314209.459466
1215.00,-24717717#0_0,83.69,13.95,771.00,0.00,24617778#0_0,0.20,0.00,tripinfo_771 emissions_771 fcd_771,444.00,771,0,1475.45,1.04,0.00,348.28,t_2,,2,277.00,1294650.619763,56281.717370,286.643727,570.633382,29.020848,0,412950.049087
1215.00,24717708#2_0,26.49,8.23,993.00,21.00,416005329#0_0,0.20,0.00,tripinfo_972 emissions_972 fcd_972,222.00,972,0,2062.36,1.00,0.00,116.97,t_0,,2,32.00,4292726.701641,6716.864201,1314.688720,33199.920958,715.754298,0,1358399.058342
1215.00,24681459#0_1,33.87,12.72,1099.00,0.00,534551930_0,5.10,0.00,tripinfo_1099 emissions_1099 fcd_1099,116.00,1099,0,1356.65,0.98,0.00,17.94,t_2,,0,0.00,346371.025051,4307.746417,27.352819,135.376399,5.442490,0,110476.666205
1216.00,35972437#4_0,9.43,12.35,1144.00,0.00,420901198#3_0,2.30,0.00,tripinfo_1144 emissions_1144 fcd_1144,72.00,1144,0,905.55,1.06,0.00,13.07,t_1,,0,0.00,347828.936681,11796.549101,54.744212,72.858386,19.389858,0,110954.934138
1217.00,538952542#0_1,0.20,4.65,1184.00,0.00,35972439#3_0,2.30,0.00,tripinfo_1184 emissions_1184 fcd_1184,33.00,1184,0,176.25,0.91,0.00,17.39,t_1,,1,10.00,87858.668146,4739.278417,19.322529,19.683061,5.937006,0,28026.627281
1218.00,291083102#0_0,0.20,4.11,1176.00,0.00,291083102#3_0,0.20,0.00,tripinfo_1176 emissions_1176 fcd_1176,42.00,1176,0,326.06,1.00,0.00,18.83,t_0,,0,0.00,742246.587294,1199.083207,237.169126,5803.930766,127.297103,0,234872.516081
1220.00,1080638716#1_1,0.17,5.91,864.00,0.00,370241715_0,12.10,0.00,tripinfo_864 emissions_864 fcd_864,356.00,864,0,2185.71,1.00,0.00,215.28,t_0,,3,145.00,4261161.854280,8357.706202,1801.412060,35731.699916,872.671171,0,1348207.459845
1223.00,539191494#2_0,0.20,12.65,789.00,0.00,107938419#2_0,2.33,0.00,tripinfo_789 emissions_789 fcd_789,434.00,789,0,2072.12,0.93,0.00,297.13,t_2,,10,219.00,1350151.023325,50120.523223,259.609915,584.534523,28.863861,0,430649.050358
1223.00,531908583#1_0,0.20,12.27,1157.00,0.00,24650040#14_0,5.10,0.00,tripinfo_1157 emissions_1157 fcd_1157,66.00,1157,0,752.02,0.96,0.00,15.56,t_2,,0,0.00,252460.875018,4008.754374,24.080709,104.330706,4.806361,0,80523.175614
1225.00,24612002#3_0,0.20,10.67,255.00,0.00,150166749#7_0,2.30,0.00,tripinfo_255 emissions_255 fcd_255,970.00,255,0,2095.97,0.95,0.00,845.51,t_1,,19,693.00,1896516.644664,169114.127632,640.433911,435.677276,181.213422,0,604995.922070
1227.00,-431972819#0_0,38.65,14.80,932.00,0.00,1080638718#0_0,0.20,0.00,tripinfo_932 emissions_932 fcd_932,295.00,932,0,2959.89,1.11,0.00,145.89,t_2,,3,81.00,1315405.978004,30200.372269,168.390852,554.572821,27.471431,0,419556.221541
1230.00,24650050#10_0,27.71,15.33,1069.00,0.00,24672263#0_0,2.30,0.00,tripinfo_1069 emissions_1069 fcd_1069,161.00,1069,0,1455.16,1.18,0.00,81.08,t_1,,2,30.00,671950.058205,28733.876034,125.551898,142.132259,41.984167,0,214348.408321
1232.00,291081716#1_1,120.87,14.99,767.00,0.00,431942729#0_0,12.10,0.00,tripinfo_767 emissions_767 fcd_767,465.00,767,0,2144.81,1.00,0.00,352.39,t_0,,11,201.00,5404031.587305,11200.321795,2404.112026,46372.909496,1160.733363,0,1709688.057117
1234.00,425389841#2_1,0.24,13.79,547.00,0.00,-31268070#1_0,12.10,0.00,tripinfo_547 emissions_547 fcd_547,687.00,547,0,2019.81,1.00,0.00,581.91,t_0,,6,464.00,6484039.093076,15533.544059,3448.117405,59145.096155,1590.385754,0,2051080.642915
1238.00,24650041#10_0,0.20,13.81,1111.00,0.00,24611822#1_0,12.10,0.00,tripinfo_1111 emissions_1111 fcd_1111,127.00,1111,0,1616.44,1.00,0.00,41.10,t_0,,0,0.00,2865738.921842,4076.245777,788.286136,21460.814265,440.457082,0,906910.088544
1251.00,-431942729#4_0,98.38,13.38,232.00,0.00,31921706#0_0,0.20,0.00,tripinfo_232 emissions_232 fcd_232,1019.00,232,0,2077.58,1.02,0.00,892.97,t_2,,21,721.00,2908856.348720,146970.883534,737.532310,1301.839541,68.636941,0,927836.770915
1255.00,531939266_0,80.21,31.05,765.00,0.00,24361011#2_0,0.20,0.00,tripinfo_765 emissions_765 fcd_765,490.00,765,0,951.93,1.14,0.00,449.69,t_1,,9,394.00,1148328.530585,100336.321096,383.542327,255.993677,110.501508,0,366320.783618
1256.00,24650942#2_0,67.94,12.50,1189.00,0.00,370241718#24_0,5.10,0.00,tripinfo_1189 emissions_1189 fcd_1189,67.00,1189,0,509.51,0.97,0.00,33.37,t_2,,1,19.00,247124.788517,6351.937047,34.702265,104.498071,4.999720,0,78822.386919
1257.00,-426385675_0,46.84,9.87,797.00,0.00,35972437#0_0,0.20,0.00,tripinfo_797 emissions_797 fcd_797,460.00,797,0,1608.58,0.84,0.00,330.54,t_1,,1,299.00,900338.398811,70457.902409,269.898040,208.571100,76.912194,0,287208.640333
1257.00,-420905062#0_0,640.17,10.74,942.00,0.00,24611822#7_0,2.30,0.00,tripinfo_942 emissions_942 fcd_942,315.00,942,0,2328.81,0.86,0.00,133.80,t_1,,3,64.00,1048175.778402,45853.056681,196.755367,227.672775,64.171974,0,334362.581235
1262.00,425391227#0_0,0.20,4.70,225.00,0.00,531908584#2_0,0.20,0.00,tripinfo_225 emissions_225 fcd_225,1037.00,225,0,1310.89,0.93,0.00,943.06,t_2,,6,913.00,2788144.002617,156822.970704,779.229607,1258.100913,67.203048,0,889341.619683
1268.00,425209118#2_0,15.60,13.64,1259.00,0.00,425209118#1_0,5.10,0.00,tripinfo_1259 emissions_1259 fcd_1259,9.00,1259,0,74.81,1.00,0.00,3.02,t_2,,0,0.00,47679.718073,890.303559,5.180513,19.972774,0.901905,0,15207.664662
1269.00,-431938267#1_0,37.04,10.21,1202.00,0.00,-292770210#3_0,12.10,0.00,tripinfo_1202 emissions_1202 fcd_1202,67.00,1202,0,704.35,1.00,0.00,14.88,t_0,,0,0.00,900467.304465,1461.216115,306.895664,7030.444575,156.168422,0,284951.773109
1273.00,531952876#1_1,0.20,26.05,1049.00,0.00,291083104#5_0,2.30,0.00,tripinfo_1049 emissions_1049 fcd_1049,224.00,1049,0,1100.06,0.99,0.00,169.14,t_1,,3,135.00,818346.259624,50198.648558,204.217154,173.290071,63.644478,0,261050.787750
1276.00,160695140#11_0,62.34,13.85,200.00,0.00,279961139#5_0,0.20,0.00,tripinfo_200 emissions_200 fcd_200,1076.00,200,0,2872.31,1.02,0.00,898.28,t_1,,23,722.00,2178363.553070,184907.018117,704.472834,498.111480,200.833923,0,694903.550126
1276.00,30480341#3_0,0.20,14.59,1215.00,0.00,30480344#9_0,0.20,0.00,tripinfo_1215 emissions_1215 fcd_1215,61.00,1215,0,320.28,1.06,0.00,41.31,t_2,,1,21.00,218136.470704,6681.693145,35.590570,94.725902,4.615113,0,69576.714563
1279.00,24612004#0_0,57.92,12.29,731.00,0.00,431996150#5_0,2.30,0.00,tripinfo_731 emissions_731 fcd_731,548.00,731,0,1237.95,0.99,0.00,470.90,t_1,,7,404.00,1188371.709157,100469.324321,384.211267,268.961477,110.348483,0,379094.210847
1280.00,431776018#8_0,19.02,8.49,1097.00,0.00,273360351#5_0,0.20,0.00,tripinfo_1097 emissions_1097 fcd_1097,183.00,1097,0,1423.03,0.81,0.00,71.82,t_1,,1,40.00,647383.060450,28502.459289,123.067707,138.882361,40.505799,0,206512.124192
1284.00,95606290#0_0,67.34,15.81,1230.00,0.00,24611808#8_0,0.20,0.00,tripinfo_1230 emissions_1230 fcd_1230,54.00,1230,0,1068.13,1.30,0.00,12.96,t_1,,0,0.00,634276.293013,25770.592765,116.968263,123.708966,41.342987,0,202330.258751
1287.00,24700925#3_0,83.47,12.78,1185.00,0.00,160695432#3_0,0.20,0.00,tripinfo_1185 emissions_1185 fcd_1185,102.00,1185,0,1522.30,0.97,0.00,16.31,t_2,,0,0.00,505570.939317,7010.167484,43.937973,207.654222,9.944182,0,161252.677235
1288.00,37315584#9_0,0.20,7.64,742.00,0.00,24611820#2_0,0.90,0.00,tripinfo_742 emissions_742 fcd_742,546.00,742,0,1515.51,0.96,0.00,431.00,t_2,,10,360.00,1571813.977631,72983.118594,369.009144,695.318530,35.666869,0,501358.322553
1288.00,416005326#1_0,37.09,14.99,1186.00,0.00,1080638717_0,2.30,0.00,tripinfo_1186 emissions_1186 fcd_1186,102.00,1186,0,1186.85,1.18,0.00,34.96,t_1,,1,1.00,535743.611764,19128.083508,87.425520,112.505351,30.530528,0,170898.389279
1290.00,107938333_1,0.20,12.73,1181.00,0.00,420861082#0_0,0.20,0.00,tripinfo_1181 emissions_1181 fcd_1181,109.00,1181,0,587.90,0.96,0.00,63.52,t_2,,3,41.00,314438.287832,10857.913976,56.736401,135.061705,6.527752,0,100294.061528
1292.00,30480344#1_0,0.20,14.44,826.00,0.00,427129776#0_0,0.20,0.00,tripinfo_826 emissions_826 fcd_826,466.00,826,0,1039.87,1.08,0.00,388.40,t_1,,4,340.00,992856.206428,84878.896266,325.078798,222.193701,93.846040,0,316724.471249
1292.00,-31922086#0_0,0.20,13.72,1074.00,0.00,426646482_0,12.10,0.00,tripinfo_1074 emissions_1074 fcd_1074,218.00,1074,0,1543.61,1.00,0.00,133.25,t_0,,4,70.00,3181129.962239,5691.988459,1179.815067,25781.473752,598.689030,0,1006553.943237
1293.00,238009794#0_1,49.04,11.31,993.00,0.00,24681459#0_0,2.30,0.00,tripinfo_993 emissions_993 fcd_993,300.00,993,0,1996.57,0.99,0.00,157.00,t_1,,4,97.00,873025.195771,43631.965121,181.577341,192.274731,57.234157,0,278491.215009
1296.00,409675303#1_0,0.20,13.54,706.00,0.00,253069205_0,5.10,0.00,tripinfo_706 emissions_706 fcd_706,590.00,706,0,2108.62,1.06,0.00,435.47,t_2,,4,387.00,1658281.153442,73643.362696,373.514974,727.328886,37.068893,0,528937.159801
1296.00,31280190#1_0,113.18,13.78,1061.00,0.00,-1205730247_0,12.10,0.00,tripinfo_1061 emissions_1061 fcd_1061,235.00,1061,0,1641.06,1.00,0.00,100.18,t_0,,2,48.00,2888626.109163,5279.907402,1116.690029,23577.935287,555.133666,0,913998.200871
1297.00,-24612009#3_0,0.20,8.63,847.00,0.00,30480344#0_0,0.20,0.00,tripinfo_847 emissions_847 fcd_847,450.00,847,0,1696.90,1.00,0.00,344.12,t_0,,6,236.00,4859250.605074,10599.515786,2292.901310,42595.469459,1092.867129,0,1537251.905232
1297.00,238009794#3_1,3.53,12.99,934.00,0.00,24360386#5_0,0.20,0.00,tripinfo_934 emissions_934 fcd_934,363.00,934,0,1633.26,1.03,0.00,247.40,t_1,,2,213.00,908686.740448,60315.400695,238.608452,202.900932,71.264894,0,289870.100833
1300.00,409675309#0_0,0.66,7.47,195.00,0.00,531935297_0,2.30,0.00,tripinfo_195 emissions_195 fcd_195,1105.00,195,0,3057.51,1.09,0.00,927.25,t_1,,19,767.00,2447936.840368,200752.793830,770.534641,552.072184,222.357252,0,780897.172066
1300.00,534551934#1_0,0.20,23.84,935.00,0.00,425426454#3_0,0.20,0.00,tripinfo_935 emissions_935 fcd_935,365.00,935,0,1086.42,0.96,0.00,283.21,t_2,,3,242.00,1102525.172115,49361.865914,250.761806,488.110772,25.174842,0,351668.953553
1302.00,427129777#1_0,24.92,11.81,757.00,0.00,24650041#22_0,2.30,0.00,tripinfo_757 emissions_757 fcd_757,545.00,757,0,1322.36,0.94,0.00,445.29,t_1,,9,397.00,1109654.377397,94713.646430,360.209836,255.299021,102.358569,0,353983.005393
1303.00,-431938259#3_0,36.86,11.83,1112.00,0.00,24360702#12_0,0.20,0.00,tripinfo_1112 emissions_1112 fcd_1112,191.00,1112,0,2488.55,0.96,0.00,35.25,t_2,,0,0.00,770532.211342,10811.479914,67.139543,312.866577,14.398206,0,245763.309263
1304.00,-420397506#5_0,53.31,8.60,702.00,0.00,291083092#0_0,2.30,0.00,tripinfo_702 emissions_702 fcd_702,602.00,702,0,2266.08,0.83,0.00,427.46,t_1,,9,333.00,1432134.721083,100061.337705,392.341517,321.728458,115.896470,0,456850.959879
1304.00,-1168151155#1_0,52.94,14.46,1110.00,0.00,-332297382#0_0,5.10,0.00,tripinfo_1110 emissions_1110 fcd_1110,194.00,1110,0,2046.17,1.06,0.00,45.73,t_2,,1,1.00,613831.951182,9698.745967,58.382969,250.328453,10.898824,0,195784.325646
1305.00,24701139#0_0,0.20,13.01,1216.00,0.00,420905016_0,5.10,0.00,tripinfo_1216 emissions_1216 fcd_1216,89.00,1216,0,893.70,1.00,0.00,13.91,t_2,,0,0.00,288440.785138,4492.652232,26.957142,117.000497,4.963464,0,91999.508182
1307.00,432370201#0_1,0.20,12.14,1020.00,0.00,37315584#3_0,2.30,0.00,tripinfo_1020 emissions_1020 fcd_1020,287.00,1020,0,1120.84,0.98,0.00,206.86,t_1,,3,160.00,653418.131895,46174.166271,180.457415,147.113796,53.013250,0,208440.068690
1310.00,24650040#20_0,0.20,13.01,1102.00,0.00,292770210#1_0,0.43,0.00,tripinfo_1102 emissions_1102 fcd_1102,208.00,1102,0,2186.09,1.00,0.00,47.48,t_0,,0,0.00,3288736.313981,5076.933327,1021.809380,25278.530278,543.975543,0,1040729.952451
1311.00,24360380#3_0,0.20,12.11,292.00,0.00,531898573_0,2.30,0.00,tripinfo_292 emissions_292 fcd_292,1019.00,292,0,813.82,0.87,0.00,967.85,t_1,,8,930.00,1574860.392165,184298.245423,675.400586,376.730126,182.484645,0,502394.346591
1315.00,-420854013_0,0.20,4.87,1179.00,0.00,428066863#1_0,5.10,0.00,tripinfo_1179 emissions_1179 fcd_1179,136.00,1179,0,1132.36,0.95,0.00,54.26,t_2,,1,11.00,486091.449253,10123.214381,57.555292,204.738555,9.433503,0,155041.501607
1318.00,1211521148_0,31.18,14.93,1193.00,0.00,432234372_0,2.30,0.00,tripinfo_1193 emissions_1193 fcd_1193,125.00,1193,0,1446.22,1.08,0.00,25.91,t_1,,1,5.00,459017.548807,14615.186395,67.773369,99.469802,23.535217,0,146422.465492
1318.00,31921706#3_0,0.20,7.74,1240.00,0.00,24361001#2_0,0.20,0.00,tripinfo_1240 emissions_1240 fcd_1240,78.00,1240,0,543.54,0.95,0.00,18.04,t_1,,1,1.00,197857.683484,7476.016640,32.482922,44.458396,10.507235,0,63115.297365
1321.00,431766078#0_2,27.30,13.51,739.00,0.00,37315584#2_0,0.20,0.00,tripinfo_739 emissions_739 fcd_739,582.00,739,0,2291.11,1.00,0.00,453.25,t_0,,11,301.00,6601037.933367,14188.178838,3062.951530,57505.202302,1465.031092,0,2088309.559013
1321.00,420901198#0_0,115.70,13.44,1162.00,0.00,768292796#0_0,5.10,0.00,tripinfo_1162 emissions_1162 fcd_1162,159.00,1162,0,740.57,1.03,0.00,110.13,t_2,,3,76.00,483918.139519,18412.400716,94.980021,209.105363,10.333073,0,154352.566509
1326.00,356064688#1_0,0.20,22.37,954.00,0.00,-24681173#1_0,2.30,0.00,tripinfo_954 emissions_954 fcd_954,372.00,954,0,2534.57,1.07,0.00,205.56,t_1,,5,139.00,1283399.355262,64189.286665,268.977883,277.553089,85.992622,0,409399.146924
