tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_stopTime,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitingCount,tripinfo_waitingTime,emissions_CO2_abs,emissions_CO_abs,emissions_HC_abs,emissions_NOx_abs,emissions_PMx_abs,emissions_electricity_abs,emissions_fuel_abs
972.00,531898575#0_2,54.86,13.50,832.00,0.00,301810317#2_0,0.20,0.00,tripinfo_832 emissions_832 fcd_832,140.00,832,0,1418.48,1.00,0.00,43.08,t_0,,0,0.00,2310919.414409,3677.276891,758.537102,17932.750495,393.310093,0,731290.307423
973.00,1032738063_0,0.20,6.50,800.00,0.00,532188879#2_0,0.20,0.00,tripinfo_800 emissions_800 fcd_800,173.00,800,0,1083.82,1.07,0.00,68.95,t_2,,3,34.00,502122.123640,14031.791779,75.654513,213.721349,10.048676,0,160156.487291
975.00,431827294#0_0,22.18,13.66,690.00,0.00,532139226#1_0,0.20,0.00,tripinfo_690 emissions_690 fcd_690,285.00,690,0,2730.97,1.03,0.00,122.20,t_2,,3,63.00,1072091.625978,23965.019599,133.987667,449.742801,21.477396,0,341950.108495
976.00,427643918#3_0,0.20,13.30,753.00,0.00,-24700925#4_0,5.10,0.00,tripinfo_753 emissions_753 fcd_753,223.00,753,0,1773.05,0.96,0.00,95.02,t_2,,3,56.00,721525.588330,18636.589525,101.255690,301.307139,13.919527,0,230137.000277
982.00,-24611998#0_0,0.20,5.86,250.00,0.00,415999038#0_0,0.20,0.00,tripinfo_250 emissions_250 fcd_250,732.00,250,0,1526.83,0.91,0.00,630.57,t_1,,9,505.00,1447310.386803,127569.818791,483.586975,332.530004,136.980156,0,461697.261482
983.00,431938259#4_0,0.20,14.54,834.00,0.00,31921632#0_0,0.20,0.00,tripinfo_834 emissions_834 fcd_834,149.00,834,0,1528.59,1.10,0.00,61.08,t_1,,2,16.00,893830.591624,35698.774559,159.972496,184.369414,55.263171,0,285126.968264
989.00,420397519#8_0,62.27,14.55,931.00,0.00,-301810316#0_0,0.20,0.00,tripinfo_931 emissions_931 fcd_931,58.00,931,0,614.89,1.13,0.00,16.33,t_1,,1,1.00,261210.169544,9367.925574,42.745097,55.216787,14.857378,0,83324.431111
992.00,291083102#11_0,0.20,6.71,906.00,0.00,432805066#1_0,0.20,0.00,tripinfo_906 emissions_906 fcd_906,86.00,906,0,505.77,0.99,0.00,56.49,t_2,,2,33.00,319979.274361,9828.024560,52.326687,139.584906,6.977205,0,102060.262734
994.00,-420905062#0_0,640.17,12.47,416.00,27.00,291083096#0_0,0.20,0.00,tripinfo_389 emissions_389 fcd_389,578.00,389,0,3073.02,1.01,0.00,378.73,t_1,,1,328.00,1589804.602318,99938.052212,401.124650,348.142604,122.206841,0,507144.629081
996.00,-24611999#7_0,0.20,5.35,867.00,0.00,420901198#1_0,5.10,0.00,tripinfo_867 emissions_867 fcd_867,129.00,867,0,1575.76,0.99,0.00,41.12,t_2,,1,3.00,582914.856658,9496.112326,57.033405,243.056586,11.549911,0,185922.208251
997.00,24360702#2_0,0.20,12.60,55.00,0.00,432370202#1_0,2.30,0.00,tripinfo_55 emissions_55 fcd_55,942.00,55,0,2492.12,1.00,0.00,769.97,t_1,,19,611.00,1993934.689323,163119.607651,624.497413,455.084878,179.098216,0,636069.660680
999.00,531955421#1_0,0.20,11.74,736.00,0.00,30480341#4_0,0.20,0.00,tripinfo_736 emissions_736 fcd_736,263.00,736,0,743.45,0.94,0.00,205.12,t_1,,5,180.00,540107.572804,43555.843602,166.688856,124.057110,47.703447,0,172295.357987
1000.00,432805066#1_0,0.20,18.88,787.00,0.00,24612009#2_0,0.34,0.00,tripinfo_787 emissions_787 fcd_787,213.00,787,0,1909.67,1.02,0.00,92.89,t_2,,2,49.00,765926.321171,17813.737809,98.840518,320.683225,15.037368,0,244297.525694
1000.00,431938259#1_0,35.24,13.61,795.00,0.00,531908097#0_0,0.20,0.00,tripinfo_795 emissions_795 fcd_795,205.00,795,0,2405.68,0.98,0.00,76.45,t_1,,1,38.00,997609.192307,39958.790526,178.214018,207.574884,60.825857,0,318230.368541
1000.00,35972437#2_0,0.20,13.92,947.00,0.00,24701136#6_0,0.20,0.00,tripinfo_947 emissions_947 fcd_947,53.00,947,0,633.18,1.08,0.00,11.39,t_1,,0,0.00,275560.037040,9608.656032,44.205517,57.919177,15.538504,0,87901.747293
1001.00,425161053#0_1,0.37,26.18,963.00,0.00,428066862#1_0,2.30,0.00,tripinfo_963 emissions_963 fcd_963,38.00,963,0,463.93,1.30,0.00,12.83,t_1,,1,1.00,346706.787158,13622.923605,61.939174,70.176805,21.847350,0,110597.838642
1003.00,24611808#5_0,0.20,2.74,884.00,0.00,24611808#8_0,0.20,0.00,tripinfo_884 emissions_884 fcd_884,119.00,884,0,657.43,1.00,0.00,39.36,t_0,,1,3.00,1348305.715565,2444.754798,506.761873,10983.714057,256.666530,0,426616.715460
1003.00,24360577#4_0,94.89,12.10,925.00,0.00,291083094#1_0,0.20,0.00,tripinfo_925 emissions_925 fcd_925,78.00,925,0,744.01,0.94,0.00,17.92,t_2,,0,0.00,271367.017376,4477.936396,26.632920,112.238546,4.935346,0,86553.601963
1003.00,24650054#0_0,0.20,6.15,973.00,0.00,895013707_0,2.30,0.00,tripinfo_973 emissions_973 fcd_973,30.00,973,0,293.30,0.95,0.00,6.00,t_1,,0,0.00,113824.849437,3752.326326,17.176838,24.776719,5.911294,0,36309.252436
1004.00,895026697#0_0,0.20,4.38,688.00,0.00,186532775#1_0,2.30,0.00,tripinfo_688 emissions_688 fcd_688,316.00,688,0,2388.11,1.01,0.00,157.00,t_1,,4,112.00,1023127.615227,49695.740419,208.621438,222.744614,66.503304,0,326372.389693
1005.00,538959951_0,0.20,21.03,907.00,0.00,1216701219#2_0,0.20,0.00,tripinfo_907 emissions_907 fcd_907,98.00,907,0,913.35,0.86,0.00,50.74,t_1,,1,37.00,439399.959676,20732.306513,88.802908,91.779710,29.214516,0,140165.951308
1008.00,1166243742#0_0,0.27,13.90,913.00,0.00,531898575#0_0,2.30,0.00,tripinfo_913 emissions_913 fcd_913,95.00,913,0,1234.82,1.04,0.00,15.61,t_1,,0,0.00,478607.498004,16118.818159,75.055805,100.197924,26.615729,0,152672.209480
1009.00,24361001#8_0,46.06,13.57,619.00,0.00,24611815#3_0,0.20,0.00,tripinfo_619 emissions_619 fcd_619,390.00,619,0,1244.81,0.99,0.00,314.42,t_1,,3,259.00,884560.579197,67381.206136,260.683661,200.407338,75.727003,0,282175.802537
1010.00,415999038#10_1,37.35,13.79,158.00,0.00,24681565#4_0,0.15,0.00,tripinfo_158 emissions_158 fcd_158,852.00,158,0,2044.00,1.00,0.00,723.11,t_0,,6,633.00,7117354.666183,18723.403332,4250.622443,67700.653680,1904.576063,0,2251194.802516
1013.00,420397514#0_0,0.12,3.49,875.00,0.00,24611997#6_0,0.20,0.00,tripinfo_875 emissions_875 fcd_875,138.00,875,0,486.75,1.00,0.00,106.04,t_0,,2,73.00,1363354.446357,3121.946663,688.077987,12192.523068,320.912692,0,431288.237964
1013.00,423032020#1_0,57.79,16.70,885.00,0.00,138431346#1_0,0.20,0.00,tripinfo_885 emissions_885 fcd_885,128.00,885,0,1067.66,1.05,0.00,62.44,t_2,,2,35.00,481141.986434,11986.034103,65.816178,203.551534,9.735472,0,153463.751907
1016.00,-1168151155#1_0,52.94,11.33,695.00,0.00,287902869#4_0,2.30,0.00,tripinfo_695 emissions_695 fcd_695,321.00,695,0,1893.57,0.94,0.00,180.12,t_1,,6,133.00,834474.616009,46228.831079,187.827440,186.708105,57.419648,0,266194.295608
1018.00,768292796#1_0,0.20,9.49,919.00,0.00,-332297382#2_0,2.30,0.00,tripinfo_919 emissions_919 fcd_919,99.00,919,0,929.65,1.02,0.00,18.43,t_1,,0,0.00,347389.205119,11914.751649,54.267220,75.100435,18.610617,0,110814.592777
1020.00,24361001#8_0,46.06,13.50,746.00,0.00,896403525_0,12.10,0.00,tripinfo_746 emissions_746 fcd_746,274.00,746,0,2152.70,1.00,0.00,134.92,t_0,,4,51.00,3872478.804805,6786.101906,1421.932298,31115.454850,716.868166,0,1225345.257472
1020.00,160695148#0_0,0.20,4.71,944.00,0.00,409673591#6_0,0.20,0.00,tripinfo_944 emissions_944 fcd_944,76.00,944,0,826.19,0.88,0.00,17.59,t_1,,0,0.00,319923.594304,11104.115913,50.928019,67.897492,17.733544,0,102053.256570
1022.00,420397509#2_0,0.20,13.46,642.00,0.00,424798277#0_0,12.10,0.00,tripinfo_642 emissions_642 fcd_642,380.00,642,0,891.83,1.00,0.00,329.13,t_0,,1,301.00,3077383.035726,8299.772414,1904.595925,29599.206672,843.522837,0,973346.423881
1024.00,308669837#0_1,0.20,6.87,846.00,0.00,1216701219#1_0,5.10,0.00,tripinfo_846 emissions_846 fcd_846,178.00,846,0,1125.02,1.00,0.00,111.96,t_2,,4,59.00,645622.352393,19956.967725,106.205673,278.172513,13.894365,0,205927.552228
1025.00,431938259#0_0,0.20,3.05,446.00,0.00,24212577#0_0,0.20,0.00,tripinfo_446 emissions_446 fcd_446,579.00,446,0,2663.19,1.08,0.00,429.39,t_1,,3,370.00,1642489.685370,110588.270754,439.327759,358.177151,132.574337,0,523952.404016
1025.00,425389841#2_2,0.24,13.43,651.00,0.00,431769275#2_0,12.10,0.00,tripinfo_651 emissions_651 fcd_651,374.00,651,0,790.39,1.00,0.00,318.12,t_0,,1,301.00,2502896.970289,7524.711558,1768.023885,25355.801965,759.810738,0,791542.366961
1027.00,-24611995#9_0,0.44,4.59,686.00,0.00,24617780#0_0,1.35,0.00,tripinfo_686 emissions_686 fcd_686,341.00,686,0,838.64,0.98,0.00,286.00,t_2,,2,254.00,966086.283999,46900.769874,236.158857,429.455994,22.222136,0,308151.533894
1028.00,307389078#1_0,0.20,9.16,995.00,0.00,-24617786#3_0,9.18,0.00,tripinfo_995 emissions_995 fcd_995,33.00,995,0,213.73,1.00,0.00,13.35,t_0,,0,0.00,492148.853579,838.663936,167.558213,3923.039644,88.427941,0,155725.729572
1029.00,-24700926_0,156.98,13.53,812.00,0.00,-24717710_0,5.10,0.00,tripinfo_812 emissions_812 fcd_812,217.00,812,0,1931.08,1.06,0.00,86.95,t_2,,3,37.00,724153.110454,16237.940127,90.625622,300.381593,13.786836,0,230973.771529
1030.00,539419560#1_0,39.79,14.12,861.00,0.00,291083100#3_0,0.20,0.00,tripinfo_861 emissions_861 fcd_861,169.00,861,0,952.94,1.07,0.00,102.48,t_2,,3,57.00,559773.464727,17303.536636,91.839142,241.151705,11.593702,0,178545.478138
1030.00,420397519#9_0,1.29,12.50,899.00,0.00,199287595#1_0,12.10,0.00,tripinfo_899 emissions_899 fcd_899,131.00,899,0,1331.80,1.00,0.00,37.03,t_0,,0,0.00,2103779.200245,3318.741845,677.997662,16282.873604,355.019886,0,665741.096102
1031.00,150173777#0_1,0.20,2.78,236.00,0.00,24701136#6_0,0.20,0.00,tripinfo_236 emissions_236 fcd_236,795.00,236,0,2027.74,1.05,0.00,662.53,t_2,,3,628.00,2207132.793039,111380.802406,558.164871,977.860148,51.026168,0,704009.472938
1033.00,534436815#1_0,49.73,11.59,372.00,0.00,24361012#1_0,0.20,0.00,tripinfo_372 emissions_372 fcd_372,661.00,372,0,2715.24,0.92,0.00,494.07,t_1,,9,413.00,1800623.493436,123348.127662,487.603448,396.862503,146.050613,0,574397.784405
1033.00,415999045#1_0,87.28,13.83,788.00,0.00,427643918#3_0,0.20,0.00,tripinfo_788 emissions_788 fcd_788,245.00,788,0,1553.71,1.00,0.00,159.23,t_0,,5,73.00,3773143.122463,6726.573511,1373.292098,30562.241958,706.524600,0,1193863.373900
1035.00,160695140#2_0,23.63,9.85,830.00,0.00,539191494#0_0,0.20,0.00,tripinfo_830 emissions_830 fcd_830,205.00,830,0,1672.94,0.90,0.00,65.83,t_1,,2,30.00,638291.432501,24800.986889,108.467517,140.881012,35.651272,0,203610.701147
1036.00,290167854#0_3,7.80,6.18,94.00,0.00,1167166955#1_0,12.10,0.00,tripinfo_94 emissions_94 fcd_94,942.00,94,0,2591.56,1.00,0.00,787.89,t_0,,18,594.00,8624098.826945,21287.549526,4769.451767,79697.063515,2175.411360,0,2727964.554687
1037.00,427129777#5_0,49.64,10.57,840.00,0.00,30480344#6_0,0.20,0.00,tripinfo_840 emissions_840 fcd_840,197.00,840,0,1414.42,1.00,0.00,116.94,t_0,,3,41.00,3247262.430039,5499.809391,1105.427330,25817.070814,580.844675,0,1027510.443682
1037.00,30480341#4_0,0.20,13.35,916.00,1.00,24672263#0_0,12.10,0.00,tripinfo_915 emissions_915 fcd_915,121.00,915,0,1349.83,1.00,0.00,30.32,t_0,,1,1.00,1914027.770321,3016.976505,632.256334,14790.235963,323.802461,0,605707.178073
1039.00,415999044#0_0,0.20,5.52,900.00,0.00,31268289#1_0,10.76,0.00,tripinfo_900 emissions_900 fcd_900,139.00,900,0,1212.29,1.00,0.00,63.23,t_0,,1,11.00,2387849.411754,3784.297019,744.659486,18547.379887,402.700580,0,755609.511011
1040.00,425426453#1_0,23.75,8.10,471.00,0.00,428066862#0_0,0.20,0.00,tripinfo_471 emissions_471 fcd_471,569.00,471,0,2118.74,1.04,0.00,446.06,t_2,,4,352.00,1688470.791819,71742.411142,365.975887,740.691294,37.529787,0,538564.799857
1040.00,107938335_1,0.20,6.32,792.00,0.00,-431972819#3_0,5.10,0.00,tripinfo_792 emissions_792 fcd_792,248.00,792,0,1765.49,0.97,0.00,124.71,t_2,,4,78.00,736277.747136,21795.627968,116.154943,308.725487,14.382818,0,234843.902124
1040.00,36921439#2_0,95.27,12.63,927.00,0.00,427691216#7_0,5.10,0.00,tripinfo_927 emissions_927 fcd_927,113.00,927,0,960.75,0.99,0.00,39.40,t_2,,1,13.00,381773.617901,8173.350645,45.955752,158.756436,7.173104,0,121769.186793
1041.00,432145967#3_0,0.55,13.49,414.00,0.00,370241718#2_0,5.10,0.00,tripinfo_414 emissions_414 fcd_414,627.00,414,0,2636.79,0.98,0.00,473.62,t_2,,7,374.00,1988512.159522,79876.328031,410.343780,868.974262,44.340785,0,634265.090264
1041.00,427692680#2_0,0.20,16.29,887.00,0.00,532184440#0_0,0.20,0.00,tripinfo_887 emissions_887 fcd_887,154.00,887,0,754.26,0.99,0.00,102.48,t_1,,3,78.00,506930.098725,29658.673164,120.865973,109.840032,37.650201,0,161709.915328
1041.00,24611815#3_0,0.20,15.05,943.00,0.00,531938898#1_0,2.30,0.00,tripinfo_943 emissions_943 fcd_943,98.00,943,0,1681.05,1.15,0.00,37.03,t_1,,0,0.00,873367.775210,34225.276437,156.087253,173.620069,55.104928,0,278598.648205
1047.00,291081710#2_0,6.87,10.67,685.00,0.00,160695137#2_0,2.30,0.00,tripinfo_685 emissions_685 fcd_685,362.00,685,0,2598.75,0.90,0.00,172.06,t_1,,6,108.00,1193274.051827,57733.118521,243.518164,257.842630,78.275136,0,380649.265978
1053.00,370242038#1_0,104.27,9.80,647.00,0.00,24650064#0_0,2.30,0.00,tripinfo_647 emissions_647 fcd_647,406.00,647,0,2594.83,0.88,0.00,227.24,t_1,,6,144.00,1177681.027328,61633.269323,254.602781,258.784222,79.669030,0,375675.752552
1054.00,-307389078#0_0,44.03,9.37,739.00,1.00,425161060#0_0,0.20,0.00,tripinfo_738 emissions_738 fcd_738,315.00,738,0,2461.25,1.00,0.00,158.55,t_2,,5,103.00,1022989.275859,28929.664021,155.515339,430.757779,20.667817,0,326292.259256
1054.00,-421542943#0_0,66.16,11.27,842.00,0.00,420901198#0_0,2.30,0.00,tripinfo_842 emissions_842 fcd_842,212.00,842,0,2197.73,0.84,0.00,35.35,t_1,,0,0.00,764676.049084,25326.756916,116.928220,163.909432,40.720963,0,243925.890677
1054.00,24650052#4_0,0.20,5.75,889.00,0.00,420861077_0,12.10,0.00,tripinfo_889 emissions_889 fcd_889,165.00,889,0,942.28,1.00,0.00,107.94,t_0,,2,58.00,2109300.711975,4066.460447,858.866723,17586.372651,424.420433,0,667369.799022
1054.00,24611822#4_0,56.09,14.01,999.00,0.00,24611995#5_0,5.10,0.00,tripinfo_999 emissions_999 fcd_999,55.00,999,0,480.77,1.06,0.00,13.20,t_2,,0,0.00,184166.075923,3310.315918,19.315526,76.187766,3.317044,0,58740.700811
1056.00,195121461_0,0.20,3.61,170.00,0.00,427692679#2_0,5.10,0.00,tripinfo_170 emissions_170 fcd_170,886.00,170,0,2336.21,1.02,0.00,769.49,t_2,,9,633.00,2680018.797320,125621.106869,634.876735,1192.877479,62.534927,0,854839.202444
1058.00,-279961139#0_0,66.50,13.48,187.00,0.00,24650040#6_0,0.71,0.00,tripinfo_187 emissions_187 fcd_187,871.00,187,0,1680.64,1.01,0.00,766.64,t_2,,10,661.00,2434488.311354,124376.299202,623.304654,1088.173273,56.953107,0,776529.059472
1060.00,420397517#4_1,11.80,12.84,551.00,0.00,24617784#3_0,2.30,0.00,tripinfo_551 emissions_551 fcd_551,509.00,551,0,1565.88,0.93,0.00,403.97,t_1,,4,349.00,1190569.355083,90739.696094,351.698117,267.905997,102.605413,0,379793.110875
1061.00,540428266_0,1.64,6.81,375.00,0.00,24611997#1_0,5.10,0.00,tripinfo_375 emissions_375 fcd_375,686.00,375,0,755.98,1.00,0.00,632.57,t_2,,10,527.00,1829786.159572,102618.044240,510.054660,825.896898,43.894212,0,583651.633240
1062.00,431727629_0,0.20,13.55,856.00,0.00,24611811#4_0,5.10,0.00,tripinfo_856 emissions_856 fcd_856,206.00,856,0,1748.28,1.03,0.00,101.50,t_2,,4,55.00,754906.710463,18844.657107,103.328942,317.592511,15.150443,0,240783.244163
1063.00,420397517#3_1,30.23,10.22,543.00,0.00,24717717#0_0,2.30,0.00,tripinfo_543 emissions_543 fcd_543,520.00,543,0,1695.30,0.90,0.00,382.51,t_1,,4,318.00,1125728.046126,85524.736990,330.924221,254.960250,96.130319,0,359108.657876
1078.00,360618185_0,0.20,5.18,953.00,0.00,-273360351#5_0,0.20,0.00,tripinfo_953 emissions_953 fcd_953,125.00,953,0,1117.71,1.00,0.00,52.27,t_0,,1,5.00,1965313.093497,3175.015055,639.936133,15352.938601,337.832519,0,621902.447716
1080.00,24611995#2_0,0.20,7.37,74.00,0.00,1218176806#0_0,0.20,0.00,tripinfo_74 emissions_74 fcd_74,1006.00,74,0,2014.06,1.02,0.00,892.93,t_2,,8,800.00,2819393.883220,145548.858002,728.772823,1263.154876,66.842629,0,899302.538080
1082.00,431775472#1_1,0.65,7.61,622.00,0.00,-24617787_0,2.30,0.00,tripinfo_622 emissions_622 fcd_622,460.00,622,0,2322.63,1.02,0.00,310.86,t_1,,7,230.00,1350365.406092,81753.293860,330.194358,294.751305,101.488461,0,430763.981066
1083.00,531908584#2_1,0.20,8.33,929.00,0.00,431942729#8_0,2.85,0.00,tripinfo_929 emissions_929 fcd_929,154.00,929,0,527.17,1.02,0.00,114.58,t_2,,3,93.00,429493.286670,19162.546761,97.267982,188.547347,9.504678,0,136994.374689
1084.00,37017375#0_2,69.48,21.70,198.00,0.00,262429743#0_0,12.10,0.00,tripinfo_198 emissions_198 fcd_198,886.00,198,0,2679.83,1.00,0.00,680.62,t_0,,9,577.00,7257945.605757,18453.451432,4224.575272,67890.574191,1885.816617,0,2295801.212816
1084.00,432145967#3_0,0.55,4.96,1023.00,0.00,291083102#11_0,0.20,0.00,tripinfo_1023 emissions_1023 fcd_1023,61.00,1023,0,461.81,1.00,0.00,26.83,t_0,,1,2.00,930264.149154,1580.428138,319.667017,7402.032241,166.965187,0,294358.163050
1085.00,160695141_0,53.71,11.15,949.00,0.00,420397513#3_0,0.20,0.00,tripinfo_949 emissions_949 fcd_949,136.00,949,0,1232.98,1.00,0.00,48.76,t_0,,1,7.00,2102896.578959,3424.037726,699.026698,16463.688585,364.463534,0,665441.110343
1089.00,-24617782#0_0,0.20,12.50,700.00,0.00,24611815#1_0,1.63,0.00,tripinfo_700 emissions_700 fcd_700,389.00,700,0,2184.45,0.91,0.00,261.30,t_1,,7,178.00,1336520.549116,74503.598357,306.382075,288.701189,96.166892,0,426346.446891
1089.00,427888491#7_0,48.75,22.65,928.00,179.00,24650040#4_0,0.20,0.00,tripinfo_749 emissions_749 fcd_749,161.00,749,0,1016.03,1.03,0.00,101.89,t_2,,2,71.00,609725.932184,19236.428513,102.005916,263.797014,13.243604,0,194478.079660
1093.00,538952544#1_0,88.28,13.43,916.00,0.00,532184444#0_0,12.10,0.00,tripinfo_916 emissions_916 fcd_916,177.00,916,0,977.21,1.00,0.00,84.75,t_0,,2,41.00,1962212.609285,3836.007369,822.944466,16436.864987,400.458901,0,620832.206515
1095.00,531937192#0_0,0.20,4.16,1012.00,0.00,427906278#4_0,0.20,0.00,tripinfo_1012 emissions_1012 fcd_1012,83.00,1012,0,927.62,0.96,0.00,18.58,t_1,,1,3.00,356171.324740,12315.531202,56.293304,75.905384,19.515828,0,113615.963960
1096.00,420397512#3_0,0.20,13.89,1000.00,0.00,-431938259#3_0,12.10,0.00,tripinfo_1000 emissions_1000 fcd_1000,96.00,1000,0,894.57,1.00,0.00,27.49,t_0,,0,0.00,1769287.880432,2718.907579,527.605312,13601.994464,290.272508,0,559883.184166
1098.00,1166231827_2,0.20,12.54,912.00,0.00,531937188_0,2.30,0.00,tripinfo_912 emissions_912 fcd_912,186.00,912,0,2042.39,1.00,0.00,61.01,t_1,,1,27.00,968572.115771,37267.437433,167.715972,202.333277,57.753305,0,308968.110995
1099.00,186532772#0_0,0.20,5.52,206.00,0.00,420397520#0_0,0.20,0.00,tripinfo_206 emissions_206 fcd_206,893.00,206,0,2208.40,1.04,0.00,757.11,t_1,,20,603.00,1803716.081977,156720.767259,595.635895,411.942322,169.288666,0,575390.558095
1099.00,160695140#12_0,12.82,14.26,655.00,0.00,107938396#0_0,0.20,0.00,tripinfo_655 emissions_655 fcd_655,444.00,655,0,884.76,1.12,0.00,390.79,t_2,,3,366.00,1295431.573419,65763.588182,329.975865,580.083754,30.793097,0,413203.320107
1101.00,424687733_0,24.02,14.06,801.00,0.00,420397509#2_0,0.20,0.00,tripinfo_801 emissions_801 fcd_801,300.00,801,0,1016.14,1.00,0.00,235.85,t_0,,1,195.00,2968452.575647,6910.478899,1528.178479,26736.516286,709.368024,0,939034.430767
1105.00,287902869#2_0,0.20,4.55,768.00,0.00,531912914#2_0,0.20,0.00,tripinfo_768 emissions_768 fcd_768,337.00,768,0,2097.90,0.99,0.00,222.65,t_2,,6,147.00,1196061.887393,38908.237942,205.447392,515.887940,25.959902,0,381496.603986
1105.00,-1168151155#1_0,52.94,13.17,903.00,0.00,427635472#11_0,0.20,0.00,tripinfo_903 emissions_903 fcd_903,202.00,903,0,2323.65,1.06,0.00,60.21,t_1,,1,18.00,1011390.470645,36786.080513,167.142619,213.082157,57.894002,0,322626.209194
1105.00,-420901200_0,9.89,6.60,957.00,0.00,310525155#8_0,0.20,0.00,tripinfo_957 emissions_957 fcd_957,148.00,957,0,1707.24,0.91,0.00,49.58,t_2,,1,4.00,602764.865474,9915.438101,59.051023,248.708345,11.596775,0,192253.802908
1108.00,895098973_1,0.20,11.96,1015.00,101.00,531952881#1_0,0.20,0.00,tripinfo_914 emissions_914 fcd_914,93.00,914,0,761.99,0.95,0.00,35.39,t_2,,2,10.00,310726.108823,6652.600093,37.522155,129.350285,5.810219,0,99108.154287
1108.00,-24612002#0_0,27.51,10.89,990.00,0.00,-31921652#2_0,0.28,0.00,tripinfo_990 emissions_990 fcd_990,118.00,990,0,908.36,0.97,0.00,57.64,t_2,,1,22.00,471640.714678,11379.184759,63.009790,203.177057,9.899593,0,150432.536841
1109.00,428066862#0_0,0.20,4.39,891.00,0.00,534551930_0,12.10,0.00,tripinfo_891 emissions_891 fcd_891,218.00,891,0,1634.23,1.00,0.00,109.88,t_0,,2,54.00,2920120.408710,5260.835526,1112.226582,23701.857236,554.210090,0,923977.213194
1110.00,532184440#2_0,0.20,11.61,1039.00,0.00,24360386#5_0,0.20,0.00,tripinfo_1039 emissions_1039 fcd_1039,71.00,1039,0,666.38,0.95,0.00,16.81,t_1,,0,0.00,286969.344460,9620.647254,44.103068,62.014562,15.218194,0,91541.141757
1116.00,370241718#10_0,16.10,12.97,644.00,0.00,24612002#0_0,5.10,0.00,tripinfo_644 emissions_644 fcd_644,472.00,644,0,1157.07,0.94,0.00,319.96,t_2,,2,303.00,1064050.886147,53626.134106,268.846440,469.284589,24.041250,0,339401.013685
1117.00,107938419#1_0,0.70,7.60,799.00,0.00,30480344#2_0,0.20,0.00,tripinfo_799 emissions_799 fcd_799,318.00,799,0,1996.93,1.19,0.00,213.94,t_1,,4,177.00,1202245.604050,67837.046791,279.385225,255.772390,88.198607,0,383512.489857
1120.00,420861078_0,43.09,13.24,859.00,2.00,24650041#14_0,0.20,0.00,tripinfo_857 emissions_857 fcd_857,261.00,857,0,1411.32,0.97,0.00,165.24,t_2,,3,119.00,786273.350755,28187.202508,146.453004,336.519728,16.469641,0,250792.440187
1121.00,24612003#4_0,51.18,12.65,1041.00,0.00,-431972819#2_0,5.10,0.00,tripinfo_1041 emissions_1041 fcd_1041,80.00,1041,0,718.81,0.94,0.00,25.06,t_2,,0,0.00,288017.302354,4962.904923,29.335033,120.328182,5.414035,0,91864.214983
1121.00,431938259#6_0,147.85,12.53,1072.00,0.00,420904982_0,2.30,0.00,tripinfo_1072 emissions_1072 fcd_1072,49.00,1072,0,580.92,1.01,0.00,7.00,t_1,,0,0.00,205494.671190,5992.343741,28.372672,44.775690,9.977460,0,65550.835628
1122.00,291083102#14_0,0.20,9.00,1027.00,0.00,95606290#0_0,5.10,0.00,tripinfo_1027 emissions_1027 fcd_1027,95.00,1027,0,1002.73,1.00,0.00,25.89,t_2,,0,0.00,391246.021503,6146.364939,37.191337,162.989739,7.415673,0,124789.022349
1124.00,291083100#5_0,90.68,13.54,306.00,0.00,37017374#2_0,5.10,0.00,tripinfo_306 emissions_306 fcd_306,818.00,306,0,1071.78,0.98,0.00,761.73,t_2,,17,623.00,2297046.650069,123257.286763,615.210012,1037.357483,55.363614,0,732691.181170
1128.00,432370643#2_0,35.80,14.15,917.00,0.00,531955425#0_0,0.20,0.00,tripinfo_917 emissions_917 fcd_917,211.00,917,0,1894.14,1.06,0.00,78.54,t_2,,2,47.00,639385.978741,14801.419981,81.394247,260.312047,11.597433,0,203937.602799
1132.00,24617783#1_0,0.20,17.27,966.00,0.00,-24612006#0_0,0.20,0.00,tripinfo_966 emissions_966 fcd_966,166.00,966,0,1176.20,1.00,0.00,98.53,t_0,,2,46.00,2606053.520343,4541.106011,926.916256,20925.301081,478.517822,0,824603.385889
1134.00,290167856#1_0,0.86,8.86,627.00,0.00,531908583#1_0,0.20,0.00,tripinfo_627 emissions_627 fcd_627,507.00,627,0,1291.13,1.00,0.00,422.87,t_0,,10,325.00,4358322.381391,11182.587327,2532.233583,40976.914774,1139.939545,0,1378566.074677
1134.00,291083090#1_1,44.01,14.58,960.00,0.00,428066862#5_0,5.10,0.00,tripinfo_960 emissions_960 fcd_960,174.00,960,0,1002.17,1.01,0.00,130.88,t_2,,5,74.00,701726.886965,22071.717960,117.240128,306.303931,15.465727,0,223822.354183
1136.00,360617748#0_0,0.20,3.18,1037.00,0.00,24701136#2_0,5.10,0.00,tripinfo_1037 emissions_1037 fcd_1037,99.00,1037,0,943.06,1.04,0.00,30.06,t_2,,0,0.00,349040.603100,6081.585044,35.795639,145.482434,6.546570,0,111327.888875
